Matthew Mahalik	8	4.6	5	5	4	5	5	4	4	5	4	6	4	4	5	4	4	4	4	5	4	5	6	5	5	5	4	5	5	4	5	6	5	4	5	5	4	4	5	5	6	6	4	5	6	5	4	5	4	4	4	4	5	5	4	4	5	5	4	6	4	4	5	5	4	5	5	6	4	5	4	5	4	4	5	5	4	4	4	6	5	4	4	4	4	6	4	4	4	4	3	5	4	4	5	4	4	4	5	5	5	5	
Tawfik Jelassi	37	3.92	5	4	4	4	3	4	4	4	4	5	5	4	5	3	4	4	3	4	4	3	5	4	4	4	3	4	5	3	4	5	4	3	5	4	4	4	4	4	5	5	4	5	6	5	4	4	3	3	3	3	4	4	4	3	5	4	4	5	4	4	4	4	3	3	5	4	4	4	4	5	4	3	4	3	3	3	3	4	4	4	3	3	4	5	3	3	4	4	3	3	4	4	4	4	3	4	3	4	4	4	
Shinsuke Saita	8	5.17	5	5	5	5	5	5	5	5	5	6	6	5	6	5	5	5	5	6	5	5	6	5	5	5	5	4	5	5	5	5	5	4	5	6	5	5	5	5	6	6	5	6	7	6	5	5	4	5	5	5	5	5	5	5	6	5	5	6	5	5	6	5	4	5	5	6	5	6	5	6	5	5	5	5	5	5	4	6	6	5	5	5	5	7	5	5	5	4	4	5	5	5	5	5	5	5	5	6	5	6	
Amos Confer	8	5.3	6	6	5	6	5	5	5	5	5	6	6	5	6	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	4	6	5	4	6	6	5	6	5	6	7	7	5	6	8	6	5	5	5	5	5	4	5	6	5	5	6	5	5	6	5	5	6	5	5	5	6	6	5	6	6	6	5	5	4	5	5	5	4	5	6	5	5	5	5	6	5	5	5	5	4	6	5	5	5	5	5	5	5	6	5	6	
Stephen B. Johnson	94	3.92	5	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	3	4	5	4	3	4	4	4	4	4	4	5	5	4	4	6	5	4	4	3	3	4	3	4	3	4	3	5	4	3	4	4	4	4	4	3	4	5	5	4	4	4	5	4	3	3	4	3	3	3	5	3	4	3	4	4	6	3	3	4	3	3	4	3	4	4	4	4	4	4	4	3	4	
Huadong Ma	107	3.73	5	4	3	3	4	3	3	4	4	4	4	4	4	3	4	4	4	3	3	3	5	3	4	4	3	4	4	3	4	5	4	2	4	4	3	4	4	4	5	5	4	4	5	5	4	4	3	3	4	3	4	4	4	4	4	4	2	4	4	4	4	3	4	3	4	5	3	4	3	5	4	3	3	4	3	3	3	4	4	4	3	3	4	5	4	3	4	3	3	4	3	4	3	4	3	4	3	4	4	4	
Flavius Opritoiu	4	4.76	5	5	4	5	5	5	4	4	5	6	6	5	5	4	5	5	4	5	5	4	5	4	5	5	4	5	5	4	5	6	5	3	5	5	4	5	5	5	6	6	5	6	7	5	5	5	4	4	4	3	5	5	5	4	6	5	4	6	5	5	5	5	4	5	5	6	5	5	5	5	4	4	5	4	4	4	3	5	5	4	4	5	5	6	4	4	5	4	4	5	4	5	5	4	5	5	5	5	4	5	
Binshan Lin	134	4.56	5	5	5	5	5	4	3	5	5	5	5	4	5	4	5	5	5	4	4	4	6	4	4	5	4	5	4	4	4	6	5	4	5	5	4	5	4	4	5	6	4	5	5	5	5	5	4	4	4	4	5	5	5	4	6	5	4	5	5	5	5	4	4	4	5	5	5	5	4	6	4	4	4	4	4	4	4	5	5	5	4	4	4	6	4	4	4	3	4	5	4	5	4	4	4	5	4	5	5	5	
Paliath Narendran	62	3.57	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	3	4	3	3	4	3	3	3	3	4	4	3	3	5	3	2	5	4	3	3	4	3	5	5	4	4	6	5	4	3	2	3	3	3	3	3	4	3	4	4	3	4	4	4	4	4	2	3	4	4	3	4	4	4	3	3	4	4	3	3	2	4	4	3	3	3	3	5	3	3	4	3	3	3	3	4	4	3	3	4	3	4	3	4	
Qingqing Yang	23	4.06	5	4	4	4	4	4	3	4	4	5	4	4	4	3	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	3	5	5	4	4	4	4	5	5	4	4	6	5	4	4	3	4	4	4	4	4	4	4	6	4	4	4	4	4	5	3	3	2	5	5	4	4	4	5	3	4	3	4	4	4	3	3	5	4	4	3	4	6	3	4	4	3	4	4	4	4	3	4	4	4	4	5	4	5	
Michael Kaisers	32	4.11	5	4	4	5	4	4	4	4	4	5	5	4	5	4	4	4	4	4	3	4	5	4	4	4	3	4	5	3	4	6	4	3	5	5	4	4	4	4	5	5	4	5	6	5	4	4	3	3	4	3	4	4	4	4	5	4	4	5	4	4	4	5	3	4	5	5	4	5	4	5	4	3	4	4	3	3	3	5	3	4	4	4	4	6	3	3	4	4	3	3	4	4	4	4	4	5	4	5	3	4	
Dongsheng Wang	169	3.69	4	4	4	3	4	4	3	4	4	4	4	4	4	3	4	4	4	3	3	3	5	3	3	4	3	4	3	3	4	4	4	3	4	4	4	4	4	3	5	5	4	3	6	4	4	4	3	3	3	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	3	3	3	3	3	3	3	4	4	4	3	3	3	5	4	3	4	3	3	4	4	4	3	4	3	4	4	4	4	4	
Yong Yin	92	3.9	5	5	4	4	4	4	3	4	4	5	4	4	4	3	4	4	3	4	4	3	4	4	4	4	3	4	4	3	4	5	4	3	4	4	4	4	3	3	5	5	4	4	6	5	4	3	4	3	4	4	4	4	4	4	5	4	3	5	4	4	4	3	4	3	4	5	3	5	3	5	4	3	3	3	3	4	3	4	4	5	3	4	4	5	4	3	4	3	4	4	3	4	3	4	3	4	4	5	4	4	
Richard R. Muntz	119	3.74	5	4	4	4	4	3	4	4	4	4	4	3	4	3	4	4	4	3	4	3	5	2	4	4	3	4	4	3	4	5	4	3	4	4	3	4	4	4	5	5	3	4	6	4	4	4	3	3	3	3	4	4	4	3	5	4	3	4	4	4	4	4	3	4	4	4	2	4	4	4	4	3	3	3	3	3	3	5	4	4	3	3	4	5	3	3	3	3	3	4	4	4	4	3	3	4	4	4	4	4	
Muhadili Shemsanga	14	4.58	5	5	4	5	4	4	5	4	5	5	6	5	5	5	5	5	5	5	4	4	4	4	5	5	3	5	5	4	4	6	5	3	5	5	4	4	5	4	6	6	5	5	6	5	5	4	4	4	4	4	5	5	5	4	6	5	4	5	5	5	4	5	4	5	5	6	4	4	5	5	5	3	5	4	3	4	3	5	4	5	4	4	4	6	4	3	5	4	4	5	4	5	4	4	5	5	4	5	5	4	
Shung-Der Su	5	5.35	6	6	5	6	5	5	5	5	6	6	6	6	6	5	6	6	5	5	5	5	6	5	5	5	5	6	5	5	4	7	5	4	6	6	5	5	5	5	6	7	6	5	7	6	6	5	4	5	5	5	5	5	6	5	6	6	5	6	6	6	6	4	4	5	6	6	5	6	5	6	5	5	5	5	5	5	4	6	6	5	5	5	5	7	5	5	6	5	5	5	4	6	5	5	5	4	5	6	5	6	
Martin Gude	2	5.21	6	5	5	5	5	5	5	5	5	6	6	5	6	5	5	5	5	6	5	5	6	5	5	6	4	5	6	4	5	7	5	4	6	5	5	5	6	5	7	6	5	6	7	6	5	5	4	4	5	4	5	5	5	4	7	6	5	6	5	5	5	5	5	4	6	6	5	5	5	6	5	4	6	5	4	5	4	6	6	5	5	5	5	7	5	4	5	5	5	5	5	5	5	5	5	6	5	6	5	5	
Seok Ho Chang	4	5.13	5	5	5	5	5	5	5	5	5	6	6	5	6	5	5	5	5	5	5	5	6	5	5	6	4	5	6	4	5	5	5	4	6	5	5	5	5	5	6	6	5	6	7	6	5	5	4	5	5	4	5	5	5	5	6	6	5	6	5	5	5	5	5	5	6	5	5	6	4	6	5	4	5	5	4	5	4	6	5	5	5	5	5	7	5	4	5	4	5	5	5	5	5	5	5	6	5	6	5	5	
Jean-Baptiste Poline	179	3.46	4	4	3	4	3	3	4	3	4	4	4	4	4	4	4	4	3	3	3	3	4	3	4	4	2	4	4	3	3	5	3	2	4	4	3	3	4	3	5	5	4	4	5	4	4	3	3	3	3	3	4	3	4	3	5	3	3	4	4	4	3	4	3	3	4	4	3	3	4	4	4	2	3	3	2	3	2	4	4	4	2	3	3	4	3	2	4	3	3	3	3	4	3	3	3	4	3	4	3	3	
Chao Wan	12	4.06	5	4	4	4	4	4	3	4	4	5	4	5	4	4	4	4	4	4	4	4	5	4	4	4	3	4	4	4	4	5	4	3	4	4	4	4	4	4	6	5	5	4	6	5	4	4	3	4	4	4	4	4	4	4	5	4	3	4	4	4	4	3	4	3	4	5	4	5	3	5	4	3	3	4	3	4	3	4	5	4	4	4	4	6	4	3	5	3	4	4	4	4	3	4	4	4	4	5	4	4	
Sharon Sim	6	5.27	6	6	5	5	5	4	5	5	6	6	6	6	6	5	6	6	5	4	5	5	6	5	5	5	4	6	5	5	5	6	5	4	6	6	5	5	5	5	6	7	6	6	7	6	6	3	4	5	5	5	5	5	6	5	7	6	5	6	6	6	5	5	4	5	6	6	5	6	5	6	5	4	5	5	4	5	4	6	6	5	4	5	5	6	5	4	6	5	5	5	5	6	5	4	5	6	5	6	5	5	
Ken'ichi Morooka	55	3.89	4	4	4	4	4	4	4	4	3	5	5	4	4	4	3	3	4	4	4	4	5	4	4	4	3	4	5	3	4	3	3	3	4	4	4	4	4	4	5	5	4	5	6	5	3	4	3	3	3	3	4	4	3	4	5	4	4	5	3	3	4	4	3	4	4	4	4	4	4	5	4	3	4	4	3	3	3	5	4	4	3	4	4	5	4	3	4	3	3	4	4	3	4	3	4	4	4	5	4	4	
Michinori Hatayama	49	4.02	4	4	4	4	4	4	4	4	3	5	5	5	5	4	3	3	4	5	4	4	5	4	3	4	3	4	4	3	4	5	2	3	5	5	4	4	4	4	5	5	5	5	6	5	3	4	3	3	4	4	4	4	3	4	6	4	4	4	3	3	4	4	3	4	4	4	4	5	4	5	4	3	4	4	3	3	3	5	5	4	4	4	4	5	4	3	5	4	4	4	4	3	4	4	4	4	4	4	4	4	
Howard Aizenstein	95	3.88	5	4	4	4	4	3	4	4	4	5	4	4	4	3	4	4	4	4	4	3	5	4	4	4	3	4	4	3	4	5	3	3	4	3	4	4	4	4	5	5	4	5	6	5	4	4	3	2	3	4	4	4	4	3	5	3	4	5	4	4	4	4	3	3	5	5	3	4	3	5	3	3	4	4	3	3	3	4	4	4	3	4	4	5	3	3	4	4	4	4	4	4	4	4	4	4	3	3	4	4	
Yuki Hashimoto	63	4.05	5	5	4	5	4	4	4	3	4	5	5	4	4	3	4	4	4	4	4	4	5	4	4	4	3	2	4	3	4	5	3	3	4	4	4	4	4	4	5	5	4	5	6	5	4	4	3	4	4	4	4	4	4	3	6	4	4	4	4	4	4	4	4	4	4	4	3	5	4	5	4	3	4	4	3	4	3	5	4	5	4	4	4	6	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	
Lu Zhang 0023	112	3.7	4	4	3	3	4	3	3	4	4	4	4	4	4	3	4	4	4	4	3	3	5	3	3	4	3	4	4	3	4	5	3	3	4	4	4	4	4	4	5	5	4	4	6	5	4	3	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	4	3	3	3	3	3	2	4	4	4	3	3	4	5	3	3	4	2	3	4	4	4	3	4	3	4	3	4	3	4	
A. Sagahyroon	10	5.02	6	5	5	5	5	4	5	5	5	5	6	5	6	4	5	5	5	5	4	5	6	5	5	5	4	5	5	4	5	6	5	4	6	6	5	5	5	5	6	6	5	6	7	6	5	5	4	4	5	5	5	5	5	5	6	5	4	6	5	5	5	5	4	4	5	6	5	6	4	6	5	4	5	5	4	5	4	5	6	5	4	5	5	6	5	4	5	4	5	5	5	5	5	5	4	5	5	6	5	5	
Francisco Fern	151	3.45	4	4	4	4	4	3	3	4	4	4	4	4	4	3	4	4	3	3	3	3	4	3	3	3	3	4	4	2	4	5	3	2	4	3	3	3	4	3	4	5	4	4	5	4	4	3	2	3	3	3	3	3	4	3	5	3	3	4	4	4	3	4	2	3	4	4	2	4	4	4	3	3	3	3	3	3	2	4	3	3	3	3	3	5	3	3	4	3	3	3	3	4	4	3	3	4	3	4	3	4	
John Y. Chiang	53	4.32	5	5	5	5	4	5	3	4	5	5	5	5	5	4	5	5	4	4	4	4	5	4	4	4	4	4	4	3	4	5	4	3	5	4	4	4	4	4	6	5	5	5	6	5	5	4	3	3	4	4	4	4	5	3	6	4	4	5	5	5	4	4	3	4	5	5	4	4	4	5	4	4	4	4	4	4	3	5	5	4	4	4	4	6	4	4	5	3	4	4	4	5	4	4	4	4	4	5	4	5	
Hamish Cunningham	141	3.44	4	4	3	4	3	3	3	4	3	4	4	3	4	3	3	3	3	4	3	3	4	3	3	4	3	4	4	2	4	5	4	2	4	3	3	3	4	4	4	5	3	4	5	4	3	4	3	3	3	3	4	3	3	3	4	4	3	4	3	3	4	4	3	3	4	4	3	4	3	4	4	3	4	3	3	3	3	5	3	3	3	3	3	5	3	3	3	3	2	3	3	3	4	3	3	4	3	4	3	4	
Steven Tang	15	4.43	5	5	4	4	4	4	4	4	5	6	5	5	5	4	5	5	4	5	4	4	5	4	4	5	4	4	5	3	4	6	4	2	5	5	3	4	5	5	6	5	5	5	6	5	5	4	4	3	4	3	5	4	5	4	6	5	4	5	5	5	5	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	3	5	4	4	4	4	5	6	4	4	5	4	4	5	4	5	4	4	4	5	4	5	4	5	
Michael K. Reiter	178	3.72	5	4	3	4	4	3	3	4	4	4	5	4	4	3	4	4	4	4	3	3	5	3	4	4	3	4	4	3	4	4	3	2	4	4	3	4	4	4	5	5	4	4	6	5	4	4	3	2	3	3	4	4	4	4	4	4	3	4	4	4	4	3	3	3	4	4	3	4	3	5	4	3	3	3	3	3	3	4	4	4	3	3	4	5	3	3	4	3	3	4	4	4	3	4	4	4	3	4	4	4	
E. Lee	127	4.1	3	5	4	5	4	3	4	4	5	5	5	4	5	4	5	5	4	4	4	4	5	3	4	4	3	4	3	4	3	4	4	3	4	4	4	4	4	4	5	6	4	4	5	5	5	3	3	4	4	4	4	4	5	4	6	4	3	5	5	5	4	4	3	4	5	5	4	4	4	5	4	3	4	3	3	4	3	5	5	4	3	4	4	6	4	3	4	3	4	4	4	5	4	3	4	4	4	4	4	4	
Francisco Herrera	205	3.37	3	4	3	4	3	3	3	3	4	4	4	4	4	3	4	4	3	4	3	3	4	3	3	3	2	4	4	3	3	5	3	2	4	4	3	3	4	3	4	4	4	4	6	4	4	3	2	3	2	2	3	3	4	3	5	3	3	4	4	4	3	4	2	3	4	4	3	4	4	4	3	2	4	3	2	3	2	4	4	3	3	3	3	5	3	2	4	3	3	3	3	4	3	3	3	3	3	4	3	3	
Farhad Kamangar	34	4.03	5	5	4	4	4	4	4	4	4	5	5	4	5	4	4	4	4	4	4	3	5	4	4	5	3	4	4	3	4	5	4	3	4	4	3	4	4	4	4	6	4	5	6	5	4	4	4	4	3	3	4	4	4	3	5	4	3	4	4	4	4	4	4	4	4	5	4	4	4	5	4	3	3	4	3	3	3	5	4	4	4	4	4	6	4	3	4	3	4	4	4	4	4	4	3	5	3	4	4	4	
Z. A. Khan	99	4.29	5	5	4	4	4	4	4	4	4	5	5	4	5	4	4	4	4	4	4	4	5	4	4	5	4	4	4	3	4	5	4	4	5	5	4	5	4	4	5	5	4	5	6	5	4	4	4	3	4	4	5	4	4	4	5	4	4	5	4	4	5	4	4	4	5	5	4	4	4	5	5	4	4	4	4	4	4	5	5	4	4	4	4	6	4	4	4	4	3	4	4	4	4	4	4	5	4	5	4	5	
Gustavo Deco	122	3.42	4	4	3	4	3	3	4	3	4	4	4	4	4	3	4	4	3	4	3	3	4	3	3	3	2	4	4	3	3	5	3	2	4	4	3	3	4	3	5	4	4	4	6	4	4	3	2	3	3	3	3	3	4	3	5	4	3	4	4	4	3	3	2	3	4	4	3	4	4	4	3	2	4	3	2	3	2	4	4	3	3	3	3	5	3	2	4	3	3	3	3	4	3	2	3	4	3	4	3	3	
Shigeo Sugimoto	55	4.08	4	5	4	4	4	4	4	4	4	4	5	5	5	4	4	4	4	4	4	4	5	4	4	4	3	4	4	3	4	5	4	3	4	5	4	4	4	4	5	5	5	5	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	4	5	4	4	4	4	5	4	3	4	4	3	4	3	5	5	4	4	3	4	6	4	3	5	4	4	4	4	4	4	4	3	4	4	5	4	4	
Takashi Nanya	81	3.74	4	4	3	4	4	4	4	4	3	5	4	4	5	3	3	3	4	3	3	4	5	3	3	4	3	4	3	3	4	5	3	3	4	4	4	4	4	4	5	5	4	4	6	5	3	4	3	3	4	3	4	4	3	4	5	4	3	4	3	3	4	4	3	3	4	4	3	5	3	5	3	3	4	4	3	2	3	4	4	4	3	4	4	5	4	3	4	3	3	4	3	3	4	4	3	4	4	4	4	4	
Melissa Allen	31	4.12	5	5	4	4	4	4	4	4	4	5	5	3	5	4	4	4	4	4	4	4	4	4	4	5	3	5	5	4	4	5	4	3	5	4	4	4	4	4	5	5	3	5	7	5	4	4	4	4	4	4	5	4	4	4	5	4	3	5	4	4	4	4	4	4	4	5	4	4	4	5	4	3	4	4	3	3	3	5	4	4	4	4	4	6	4	3	3	3	3	5	4	4	3	4	3	4	4	5	4	4	
Yixin Jiang	77	3.8	4	5	3	3	4	4	3	4	4	5	4	4	4	3	4	4	4	4	4	3	5	3	3	4	3	4	4	3	3	5	4	3	4	4	3	4	3	4	5	5	4	4	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	4	3	3	4	3	4	3	4	5	4	3	3	3	5	3	3	4	2	4	4	4	4	3	4	3	4	4	5	4	4	
Ursula Hinz	103	4.03	5	4	4	5	4	4	4	4	4	5	5	4	4	4	4	4	4	5	4	4	5	4	4	4	3	4	5	3	4	5	4	3	5	4	4	4	4	3	5	5	4	4	6	5	4	4	3	3	4	4	4	4	4	4	6	4	3	5	4	4	3	4	3	4	4	4	4	4	4	5	4	3	4	4	3	3	2	5	4	4	3	4	4	5	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
Julie A. Kientz	109	3.96	5	4	4	5	4	4	4	4	4	5	5	4	4	3	4	4	4	4	4	4	5	3	4	4	3	4	4	3	4	5	4	3	4	4	4	4	4	4	5	5	4	4	6	5	4	4	3	3	4	3	4	4	4	3	5	4	4	4	4	4	3	4	3	3	5	5	3	4	4	5	4	3	4	4	3	4	3	4	4	4	3	4	4	6	4	3	4	3	3	4	4	4	3	4	4	5	3	4	4	4	
Norman W. Paton	250	3.72	5	4	3	4	3	4	3	4	3	5	4	4	4	4	3	3	4	4	3	4	4	4	3	4	3	4	4	3	4	5	4	3	4	4	3	4	4	3	4	5	4	5	6	5	3	4	3	3	3	3	4	4	3	3	5	4	3	4	3	3	4	4	3	4	3	4	3	3	4	5	4	3	4	4	3	3	2	5	4	4	3	4	4	5	4	3	4	3	3	4	4	3	4	3	3	4	4	4	3	4	
Rachael D. Seidler	27	4.33	5	5	4	5	4	4	4	4	5	5	5	5	5	4	5	5	4	5	4	4	5	4	4	4	3	4	5	3	4	6	4	3	5	5	4	4	5	4	6	5	5	5	6	5	5	4	3	3	4	4	4	4	5	4	6	5	3	4	5	5	4	4	3	4	5	5	4	5	4	5	3	3	4	4	3	4	3	5	5	4	4	4	4	6	4	3	5	4	4	4	4	5	4	4	4	5	4	5	4	4	
Rob Kooper	136	3.62	5	4	3	3	4	4	4	4	3	4	4	3	4	3	3	3	3	4	3	3	5	3	4	4	3	4	4	3	4	5	4	3	4	4	3	4	4	4	4	5	3	4	6	5	3	3	2	3	3	3	4	4	3	3	3	4	3	4	3	3	4	4	3	4	3	5	3	4	4	5	3	3	3	4	3	3	3	5	4	4	3	3	4	5	3	3	3	3	3	4	3	3	4	3	4	4	4	4	3	4	
Hen-I Yang	39	3.54	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	4	3	3	3	3	4	4	3	4	5	3	2	4	4	3	3	4	3	5	5	4	3	6	5	4	3	2	3	3	3	3	3	4	3	5	4	3	4	4	4	4	4	2	3	4	4	3	4	3	4	3	3	3	4	3	3	2	4	4	3	3	3	3	5	3	3	4	3	3	3	3	4	3	3	3	4	3	4	3	4	
Wyatt S. Newman	87	4.08	5	4	4	4	4	3	3	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	3	4	5	3	4	5	4	3	4	5	4	4	4	4	5	5	5	5	6	5	4	4	3	3	4	4	4	4	4	4	6	4	4	5	4	4	4	4	4	3	5	5	4	4	3	5	4	3	4	4	3	4	3	4	5	4	3	3	4	6	4	3	5	4	4	4	4	4	3	3	4	4	4	5	4	4	
Chaokun Wang	72	3.74	4	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	5	3	4	4	3	4	4	3	3	4	4	3	4	4	4	4	4	4	4	5	4	4	6	5	4	4	3	3	4	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	4	3	3	3	3	3	3	4	4	4	3	3	4	5	3	3	4	3	4	3	4	4	3	4	3	4	4	4	4	4	
Aleksander Wieczorek	10	4.31	5	5	4	4	4	4	4	4	5	5	5	5	5	4	5	5	4	4	4	4	5	4	4	4	3	5	5	4	4	6	4	3	5	5	4	4	4	4	5	5	5	5	6	5	5	4	3	4	4	4	4	4	5	4	6	4	4	5	5	5	4	5	3	4	5	5	4	4	4	5	4	3	4	4	3	3	3	5	5	4	3	4	4	5	4	3	5	4	4	4	4	5	4	4	4	5	4	5	4	4	
Georgios Sakas	92	3.35	4	4	3	4	3	3	3	3	4	4	4	4	4	3	4	4	3	4	3	3	4	3	3	3	2	4	4	2	3	5	3	2	4	3	3	3	4	3	4	5	4	4	5	4	4	3	2	3	3	2	3	3	4	3	5	4	3	4	4	4	3	3	2	3	4	4	3	3	3	4	3	2	4	3	2	3	2	4	3	3	3	3	3	5	3	2	4	3	3	3	3	4	3	3	3	4	3	4	3	3	
Geert-Jan Houben	186	3.71	4	4	4	4	3	4	3	4	3	4	4	4	4	4	3	3	4	4	3	3	5	4	4	4	3	4	4	3	4	5	4	1	4	4	2	4	4	4	4	5	4	5	6	5	3	4	3	3	3	3	4	3	3	3	5	4	4	5	3	3	4	3	3	4	4	5	4	4	4	5	4	3	4	4	3	3	2	5	3	4	3	3	4	5	4	3	4	3	3	4	3	3	4	3	3	4	4	4	3	4	
Ulrich Hofmann	27	4.18	5	4	4	4	4	4	4	4	4	5	5	5	5	4	4	4	3	5	4	4	5	3	4	4	3	4	5	3	4	6	4	3	5	5	4	4	4	4	5	5	5	5	6	5	4	4	3	3	4	3	4	4	4	4	6	4	4	5	4	4	4	5	3	4	4	5	4	4	4	5	4	3	4	4	3	3	3	5	5	4	4	4	4	6	4	3	5	4	4	4	4	4	4	4	4	5	4	5	4	4	
Malayappan Shridhar	55	4.32	4	5	4	5	4	4	4	4	5	5	5	5	5	4	5	5	4	4	4	4	6	4	4	4	4	4	4	4	3	5	4	4	5	5	3	5	5	4	3	6	5	4	6	5	5	3	4	4	4	4	5	4	5	4	5	4	3	5	5	5	4	4	4	3	5	4	4	5	4	5	4	4	4	4	4	4	3	4	5	4	4	4	4	6	4	4	5	3	4	5	4	5	4	4	4	5	3	5	4	5	
Clive Parini	25	4.15	5	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	5	3	3	5	4	4	4	3	5	5	4	4	5	4	3	5	5	4	4	4	4	5	5	4	5	6	5	4	4	3	4	4	4	4	4	4	4	6	4	4	4	4	4	4	4	3	4	5	5	4	4	4	5	4	3	4	4	3	3	3	5	5	4	4	4	4	6	4	3	4	3	4	4	4	4	4	4	4	5	4	5	4	4	
Vijay Laxmi	105	3.58	4	4	4	4	4	3	4	4	4	4	4	4	4	3	4	4	3	4	3	3	4	3	3	3	3	4	4	3	4	5	2	2	5	4	3	3	4	3	5	5	4	4	6	5	4	3	2	3	3	3	3	3	4	3	5	4	3	4	4	4	4	4	2	3	4	4	3	4	4	4	3	3	4	4	3	3	2	4	4	3	3	3	3	5	3	3	4	3	3	3	3	4	4	3	3	4	3	4	3	4	
Bronwen L. Aken	155	3.93	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	5	3	4	4	3	4	5	3	4	5	4	3	5	4	4	4	4	3	5	5	4	5	6	5	4	4	3	3	3	3	4	4	4	3	5	4	3	5	4	4	4	4	3	4	4	4	4	3	4	5	4	3	4	4	3	3	3	5	4	4	3	4	4	5	4	3	4	3	3	4	4	4	4	3	4	4	4	4	4	4	
Shmuel S. Oren	29	4.35	5	5	4	5	4	4	4	4	5	5	5	4	5	4	5	5	4	4	4	2	5	4	4	5	4	4	5	3	4	6	4	3	5	5	4	4	5	5	5	5	4	5	6	5	5	4	4	3	4	3	4	4	5	4	6	5	4	5	5	5	5	4	4	4	4	4	4	5	4	5	4	4	4	4	4	4	3	5	5	4	4	4	5	6	4	4	4	3	4	4	4	5	4	4	4	4	4	5	4	5	
Luxi Yang	98	3.69	4	4	4	3	4	3	3	3	4	5	4	4	4	3	4	4	4	4	3	3	5	3	4	4	3	4	4	3	3	5	3	3	3	4	4	4	4	4	5	4	4	4	6	4	4	4	3	3	4	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	4	4	3	3	5	4	3	3	4	3	3	3	4	4	4	3	3	4	5	3	3	4	3	3	4	3	4	3	4	3	3	3	4	4	4	
Johanna D. Moore	107	3.78	5	4	4	4	3	4	4	4	4	5	5	4	4	3	4	4	4	4	4	3	5	3	3	4	3	4	3	2	4	5	4	3	4	3	4	4	4	4	4	5	4	4	6	5	4	4	3	3	3	3	4	3	4	3	5	4	3	4	4	4	4	4	3	3	4	5	4	4	4	5	4	3	3	4	3	3	3	4	3	4	3	3	4	5	3	3	4	3	3	4	3	4	4	3	4	4	3	4	4	4	
Lin He	178	3.67	4	4	3	4	4	4	3	3	4	4	4	4	4	3	4	4	4	3	3	3	5	3	3	4	3	4	4	3	4	4	4	3	4	4	4	4	3	4	5	5	4	4	6	4	4	4	3	3	4	3	4	4	4	4	5	3	3	4	4	4	4	3	3	2	4	4	3	4	3	5	3	3	3	4	3	3	3	3	4	4	3	3	4	5	3	3	4	2	3	4	3	4	3	4	3	4	4	4	4	4	
Willem-Jan van den Heuvel	108	3.71	5	4	3	4	4	4	4	4	4	5	4	4	4	3	4	4	4	4	3	2	4	3	4	4	3	4	4	3	3	5	3	2	4	4	3	4	4	4	5	5	4	4	5	4	4	4	3	3	3	3	4	4	4	3	5	3	3	4	4	4	4	3	3	3	4	5	4	4	4	4	3	3	3	3	3	3	2	5	4	4	2	4	4	5	3	3	4	3	3	4	4	4	4	3	3	4	4	4	4	4	
Ti Leggett	26	3.87	5	4	4	4	3	4	4	3	4	5	5	3	4	4	4	4	4	4	3	4	5	4	4	4	3	4	5	3	4	5	4	3	4	4	4	4	4	4	5	5	3	5	5	5	4	4	3	3	3	3	4	4	4	3	5	4	3	4	4	4	4	4	3	4	4	5	3	3	4	5	4	3	4	4	3	3	3	4	4	4	3	4	4	5	3	3	3	3	3	4	4	4	4	3	4	4	4	4	4	4	
Heinz Handels	156	3.37	4	4	3	3	3	3	3	3	4	4	5	4	4	3	4	4	3	4	3	3	4	3	3	4	2	3	4	2	3	4	3	2	4	3	3	3	4	3	5	4	4	4	5	4	4	3	3	2	3	2	4	3	4	3	5	3	3	4	4	4	3	4	3	3	4	4	3	3	3	4	3	2	4	3	2	3	2	4	4	3	3	3	3	5	3	2	4	3	3	3	3	4	3	3	3	4	3	4	3	3	
